question_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,ACCEPTED_ANSWER_VOTE_RATIO_FEATURE_SCORER,ALL_ANSWERS_VOTE_RATIO_FEATURE_SCORER,AUTHOR_REPUTATION_FEATURE_SCORER,NUMBER_OF_ANSWERS_FEATURE_SCORER,PAGE_VIEWS_FEATURE_SCORER,VOTE_RATIO_FEATURE_SCORER,ground_truth
1,0.0,0.0,0.0,0.0,0.01554328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1953582,0.89493245,0.27467424,0.89493245,0.0,0.0,0.0,0.0,0.09367238,0.026153725,0.018521296,0.027427971,0.09941701,0.0,0.055786785,0.0,1.0886621,47.0,0.02061928720273568,0.29027736,0.0,5.0,194.0,3.0,318.0,3.0,0
1,0.0,0.0,0.0,0.0,0.05115866,0.0,0.014902803,0.0,0.059309747,0.0,0.0170913,0.0,1.0459385,0.7830659,0.24033995,0.7830659,0.07719757,0.0,0.02126992,0.0,0.11043726,0.03878901,0.023217672,0.03878901,0.18700449,0.080888286,0.035899896,0.080888286,1.0886621,9.0,0.09531017980432487,0.46130252,2.0,2.0,112.0,1.0,124.0,1.0,0
1,0.0,0.0,0.0,0.0,0.043261103,0.017547823,0.005323539,0.017547823,0.050045647,0.020121567,0.006105307,0.020121567,0.9115583,0.5593328,0.17167139,0.5593328,0.0,0.0,0.0,0.0,0.074602716,0.030548036,0.00875049,0.030548036,0.10145133,0.017808922,0.0,0.017808922,1.0886621,37.0,0.025975486403260657,0.30076826,0.0,4.0,29.0,1.0,65.0,1.0,0
1,0.0,0.0,0.0,0.0,0.033143368,0.0,0.0,0.0,0.05297401,0.0,0.0,0.0,1.0205885,0.17217869,0.0,0.17217869,0.0,0.0,0.0,0.0,0.068058245,0.005601372,0.0,0.005601372,0.057355933,0.0,0.0,0.0,0.6123724,29.0,0.03278982282299087,0.3172384,0.0,56.0,62.0,3.0,660.0,1.0,0
1,0.0,0.0,0.0,0.0,0.011169189,0.0,0.0,0.0,0.01286747,0.0,0.0,0.0,0.976177,0.0,0.32394442,0.0,0.017691223,0.0,0.0,0.0,0.0707677,0.0,0.007412832,0.0,0.008632419,0.0,0.0,0.0,1.0886621,24.0,0.039220713153281295,0.34284917,5.0,5.0,221.0,1.0,63.0,2.0,0
1,0.0,0.0,0.0,0.0,0.010832602,0.0,0.0,0.0,0.012210721,0.0,0.0,0.0,0.87733656,0.32687613,0.0,0.32687613,0.0,0.0,0.0,0.0,0.13057941,0.009444093,0.0066038757,0.010836728,0.15935183,0.010382451,0.009395148,0.011988623,1.0886621,38.0,0.025317807984289873,0.3003963,0.0,2.0,121.0,1.0,98.0,4.0,0
1,0.0,0.0,0.0,0.0,0.0335867,0.0,0.0,0.0,0.038803823,0.0,0.0,0.0,1.1953582,0.89493245,0.27467424,0.89493245,0.0,0.0,0.0,0.0,0.1372611,0.053110503,0.016292525,0.053110503,0.24158002,0.0904111,0.027383367,0.0904111,1.0886621,11.0,0.08004270767353643,0.4154952,0.0,6.0,194.0,1.0,109.0,4.0,0
1,0.0,0.0,0.0,0.0,0.017214632,0.0,0.0,0.0,0.028397297,0.0,0.0,0.0,0.7899387,0.0,0.0,0.04806996,0.03680311,0.0,0.0,0.0,0.053093474,0.0,0.0,0.0029852823,0.029665437,0.0,0.0,0.0,0.6123724,42.0,0.02298951822469874,0.29560354,144.0,316.0,514.0,2.0,7262.0,141.0,0
1,0.0,0.0,0.0,0.0,0.0038595828,0.0,0.0,0.0,0.004488434,0.0,0.0,0.0,0.8965187,0.6711993,0.20600568,0.6711993,0.0061556827,0.0,0.0,0.0,0.065247186,0.026153725,0.008083356,0.026153725,0.03731015,0.0,0.0,0.0,1.0886621,30.0,0.0317486983145803,0.3163531,13.0,13.0,253.0,1.0,3753.0,19.0,0
1,0.0,0.0,0.0,0.0,0.02536006,0.0,0.0,0.0,0.029303586,0.0,0.0,0.0,0.9115583,0.5593328,0.17167139,0.5593328,0.037572667,0.0,0.0,0.0,0.13180411,0.032692157,0.012076822,0.032692157,0.08154313,0.0,0.017715296,0.0,1.0886621,15.0,0.06062462181643484,0.3697535,7.0,7.0,1043.0,1.0,738.0,14.0,0
1,0.0,0.0,0.0,0.0,0.17309621,0.0850847,0.025812415,0.08737236,0.20037399,0.09756409,0.029602999,0.1001878,0.8054796,0.08599015,0.0,0.08599015,0.0,0.0,0.0,0.0,0.29780895,0.102039695,0.028291745,0.10391655,0.0383278,0.013356691,0.0,0.013356691,1.7010344,17.0,0.054067221270275766,0.3640236,0.0,1.0,778.0,1.0,76.0,4.0,0
1,0.0,0.0,0.0,0.0,0.0059461775,0.0,0.0,0.0,0.0068184384,0.0,0.0,0.0,0.06122283,0.0,0.0,0.0,0.009814501,0.0,0.0,0.0,1.0509728,0.0,0.0,0.03334392,1.0702039,0.0,0.0,0.03626588,1.0886621,6.0,0.13353139262452263,0.56256264,10.0,10.0,361.0,1.0,22287.0,12.0,0
1,0.0,0.0,0.0,0.0,0.00591346,0.0,0.0,0.0,0.006840766,0.0,0.0,0.0,0.74709886,0.5593328,0.17167139,0.5593328,0.009016348,0.0,0.0,0.0,0.07249315,0.04623369,0.015746249,0.04903823,0.10870232,0.074362524,0.02164845,0.074362524,0.6123724,45.0,0.021506205220963585,0.29122132,5.0,5.0,154.0,1.0,491.0,5.0,0
1,0.0,0.0,0.0,0.0,0.06692866,0.025068318,0.007605055,0.025068318,0.025667977,0.0,0.0,0.0,1.0459385,0.7830659,0.24033995,0.7830659,0.03230609,0.0,0.0,0.0,0.107070334,0.03816627,0.010002642,0.03816627,0.033459917,0.012752436,0.0,0.012752436,1.0886621,13.0,0.06899287148695145,0.40226308,46.0,48.0,193.0,2.0,1560.0,14.0,0
1,0.0,0.0,0.0,0.0,0.08113452,0.070191294,0.021294156,0.070191294,0.094031416,0.08048627,0.024421228,0.08048627,1.0459385,0.7830659,0.24033995,0.7830659,0.0,0.0,0.0,0.0,1.1322014,0.4352427,0.028001565,0.4352427,0.8536697,0.10567161,0.0,0.10567161,1.0886621,4.0,0.18232155679395462,0.7326403,0.0,2.0,591.0,1.0,151.0,5.0,0
1,0.0,0.0,0.0,0.0,0.006499561,0.0,0.0,0.0,0.007326433,0.0,0.0,0.0,1.1953582,0.89493245,0.27467424,0.89493245,0.0,0.0,0.0,0.0,0.12651023,0.055446506,0.014145873,0.055446506,0.02207396,0.011130575,0.0,0.011130575,1.0886621,20.0,0.04652001563489285,0.35194522,0.0,2.0,126.0,1.0,454.0,4.0,0
1,0.0,0.0,0.0,0.0,0.014612259,0.0,0.0,0.0,0.016587015,0.0,0.0,0.0,0.8054796,0.08599015,0.0,0.08599015,0.0224926,0.0,0.0,0.0,0.10751661,0.008344118,0.0,0.008344118,0.06732038,0.0,0.0,0.0,1.0886621,31.0,0.030771658666753687,0.31586733,2.0,2.0,1073.0,1.0,287.0,2.0,0
1,0.0,0.0,0.0,0.0,0.33563194,0.0,0.00734033,0.0,0.3420719,0.0,0.0083071655,0.0,0.0,0.0,0.0,0.0,0.35364157,0.0,0.010632048,0.0,0.674968,0.0,0.012839402,0.0,0.0,0.0,0.0,0.0,1.0886621,44.0,0.021978906718775244,0.2915114,1.0,1.0,52.0,1.0,529.0,5.0,0
1,0.0,0.0,0.0,0.0,0.09726547,0.0078116264,0.0,0.0078116264,0.09689342,0.006335064,0.0,0.006335064,0.373396,0.1719803,0.0,0.1719803,0.1275059,0.0079586655,0.0,0.0079586655,0.12524645,0.027536236,0.006390454,0.0281942,0.23300017,0.11295694,0.034229204,0.118729234,1.7010344,40.0,0.024097551579060503,0.2977022,9.0,13.0,133.0,2.0,367.0,6.0,0
1,0.0,0.0,0.0,0.0,0.07532301,0.015040992,0.009602526,0.016663741,0.118263274,0.034494117,0.01791095,0.036737375,1.0459385,0.7830659,0.24033995,0.7830659,0.15681645,0.04410101,0.022289965,0.04691919,0.12897798,0.04003955,0.018414678,0.04302463,0.117503375,0.092018925,0.026788592,0.092018925,1.0886621,7.0,0.11778303565638346,0.49127546,1.0,1.0,133.0,2.0,263.0,11.0,0
1,0.0,0.0,0.0,0.0,0.570656,0.0,0.0,0.0,0.53335506,0.0,0.0,0.0,3.7729104,0.0,0.0,0.0,0.5242392,0.0,0.0,0.0,2.6607077,0.0,0.0,0.0,0.9996639,0.0,0.0,0.0,1.0886621,2.0,0.2876820724517809,2.5455017,6.0,3.0,1113.0,2.0,3057.0,6.0,0
1,0.0,0.0,0.0,0.0,0.093338534,0.0019903616,0.017999448,0.0019903616,0.026844626,0.0,0.0170913,0.0,0.976177,0.0,0.9225631,0.0,0.0,0.0,0.0,0.0,0.15607373,0.010935523,0.03934824,0.010935523,0.11494993,0.0070395945,0.0,0.0070395945,1.7010344,23.0,0.040821994520255124,0.3428775,0.0,336.0,212.0,7.0,5397.0,22.0,0
1,0.0,0.0,0.0,0.0,0.12102173,0.0,0.005268937,0.0021978202,0.16387078,0.0,0.0075533586,0.0030851082,0.60099244,0.0,0.27467424,0.0,0.21644846,0.0,0.009400065,0.0040826835,0.23080294,0.0,0.012498199,0.0049072946,0.087253675,0.0,0.02164845,0.0,1.7010344,12.0,0.07410797215372188,0.40571553,3.0,1.0,53.0,2.0,876.0,6.0,0
1,0.0,0.0,0.0,0.0,0.09273013,0.0,0.025032839,0.0,0.017763663,0.0,0.0,0.0,0.790109,0.6075618,0.13733712,0.6075618,0.024240656,0.0,0.0,0.0,0.12919755,0.025195595,0.0349855,0.025195595,0.05184882,0.0,0.026513828,0.0,1.7010344,25.0,0.03774032798284703,0.33288246,40.0,72.0,4671.0,6.0,1198.0,66.0,0
1,0.0,0.0,0.0,0.0,0.019290874,0.0,0.0,0.0,0.006840766,0.0,0.0,0.0,0.7899387,0.10748769,0.0,0.10748769,0.009016348,0.0,0.0,0.0,0.11202764,0.009440292,0.0,0.009440292,0.026488747,0.013356691,0.0,0.013356691,1.7010344,41.0,0.023530497410194116,0.2959749,15.0,44.0,253.0,2.0,13367.0,16.0,0
1,0.0,0.0,0.0,0.0,0.10862827,0.0,0.030108154,0.0026001977,0.15611368,0.0,0.042822547,0.0037260558,0.976177,0.0,0.9225631,0.0,0.0,0.0,0.0,0.0,0.18121652,0.0,0.056293316,0.0039201444,0.037085757,0.0,0.0,0.0,1.7010344,18.0,0.05129329438755053,0.36240843,0.0,4.0,66.0,2.0,263.0,8.0,0
1,0.0,0.0,0.0,0.0,0.8070766,0.0,0.0,0.0,0.8111239,0.0,0.0,0.0,8.735052,3.6122928,1.7789341,3.6122928,0.0,0.0,0.0,0.0,3.190317,0.39953682,0.25293097,0.42376986,1.7691597,0.3703853,0.24523853,0.41042823,1.0886621,0.0,0.6931471805599453,3.7108302,0.0,2.0,126.0,1.0,128.0,5.0,0
1,0.0,0.0,0.0,0.0,0.004595883,0.0,0.0,0.0,0.00518057,0.0,0.0,0.0,1.0068495,0.10748769,0.0,0.10748769,0.0,0.0,0.0,0.0,0.06145908,0.009440292,0.0,0.0099509405,0.08549678,0.011130575,0.0,0.011130575,0.6123724,36.0,0.026668247082161325,0.30185297,0.0,1.0,423.0,1.0,101.0,4.0,0
1,0.0,0.0,0.0,0.0,0.062289532,0.015040992,0.0054538683,0.028311018,0.012507535,0.0,0.0,0.0021374256,0.8965187,0.6711993,0.20600568,0.6711993,0.017311998,0.0,0.0,0.002828566,0.099651165,0.02357617,0.007937699,0.045706082,0.111266255,0.041183725,0.012937424,0.04438245,1.7010344,16.0,0.05715841383994861,0.36451513,15.0,48.0,111.0,4.0,2861.0,44.0,0
1,0.0,0.0,0.0,0.0,0.020491851,0.0047105956,0.0,0.0047105956,0.014513638,0.0,0.0,0.0,0.89648986,0.0,0.0,0.0,0.019681027,0.0,0.0,0.0,0.055956323,0.004626642,0.0,0.006722355,0.06138926,0.0,0.0,0.0,0.6123724,27.0,0.0350913198112701,0.33121628,8.0,12.0,0.0,2.0,286.0,8.0,0
1,0.0,0.0,0.0,0.0,0.007432722,0.0,0.0,0.0,0.008523049,0.0,0.0,0.0,4.3395424,0.0,0.6147929,0.0,0.0,0.0,0.0,0.0,2.016624,0.0,0.075455785,0.0,0.5740778,0.0,0.0,0.0,0.6123724,3.0,0.22314355131420976,1.6911372,0.0,2.0,1788.0,1.0,104.0,2.0,0
1,0.0,0.0,0.0,0.0,0.12402742,0.01772598,0.012570544,0.018318297,0.15121248,0.028745096,0.016317122,0.028745096,1.1953582,0.89493245,0.27467424,0.89493245,0.0,0.0,0.0,0.0,0.16671339,0.026963573,0.043071974,0.027351603,0.1757446,0.0,0.12331414,0.0,1.7010344,10.0,0.08701137698962977,0.45091063,0.0,6.0,196.0,4.0,1053.0,19.0,0
1,0.0,0.0,0.0,0.0,0.26061884,0.023967914,0.037051406,0.030045373,0.2629979,0.024402324,0.037807982,0.030589934,0.0,0.0,0.0,0.0,0.26557878,0.025438292,0.039667036,0.031888586,0.6890248,0.045658045,0.070401296,0.057235386,0.050784998,0.0,0.0,0.0,0.6123724,28.0,0.033901551675681346,0.32450554,4.0,4.0,826.0,1.0,917.0,5.0,0
1,0.0,0.0,0.0,0.0,0.046358258,0.0,0.0,0.0,0.020786751,0.0,0.0,0.0,0.74709886,0.5593328,0.17167139,0.5593328,0.06801661,0.0,0.0,0.0,0.13833421,0.032692157,0.010104194,0.032692157,0.012208085,0.0,0.0,0.0,1.0886621,32.0,0.029852963149681156,0.31187975,1.0,1.0,353.0,3.0,3729.0,7.0,0
1,0.0,0.0,0.0,0.0,1.4005631,0.12553787,0.15481102,0.201767,1.4102044,0.12783001,0.15799296,0.20615472,4.3118973,0.0,0.0,0.0,1.4083582,0.13199839,0.16419621,0.21514176,3.510559,0.25462842,0.3132008,0.40742597,0.88766766,0.0,0.0,0.0,1.7010344,1.0,0.4054651081081644,3.5837612,9.0,9.0,0.0,1.0,721.0,14.0,1
1,0.0,0.0,0.0,0.0,0.015636865,0.0,0.0,0.0,0.018014457,0.0,0.0,0.0,1.5826384,0.5593328,0.17167139,0.5593328,0.0,0.0,0.0,0.0,0.09358849,0.035927035,0.008083356,0.036685392,0.06824854,0.015741011,0.0,0.016509313,1.0886621,8.0,0.1053605156578263,0.46318167,0.0,4.0,141.0,1.0,227.0,8.0,0
1,0.0,0.0,0.0,0.0,0.05318432,0.0,0.0,0.0,0.036249153,0.0,0.0,0.0,0.5976791,0.44746622,0.13733712,0.44746622,0.04743245,0.0,0.0,0.0,0.14295766,0.03960465,0.01237506,0.041747466,0.15217699,0.026713382,0.02296165,0.084491625,1.0886621,35.0,0.02739897418811444,0.30251455,6.0,6.0,566.0,2.0,208.0,5.0,0
1,0.0,0.0,0.0,0.0,0.014482649,0.0,0.0,0.0,0.01656879,0.0,0.0,0.0,1.0068495,0.10748769,0.0,0.10748769,0.0,0.0,0.0,0.0,0.05149968,0.005840882,0.0,0.005840882,0.014933574,0.0,0.0,0.0,0.6123724,48.0,0.02020270731751945,0.2888417,0.0,2.0,121.0,1.0,83.0,4.0,0
1,0.0,0.0,0.0,0.0,0.41227672,0.0,0.0,0.0,0.41831487,0.0,0.0,0.0,0.186698,0.08599015,0.0,0.08599015,0.427305,0.0,0.0,0.0,1.0887691,0.0066752937,0.0,0.0066752937,0.03069463,0.0,0.0,0.0,1.7010344,5.0,0.1541506798272583,0.66485703,4.0,4.0,573.0,1.0,1771.0,2.0,0
1,0.0,0.0,0.0,0.0,0.027146533,0.0,0.0,0.0,0.0309501,0.0,0.0,0.0,0.74709886,0.51988405,0.21025367,0.51988405,0.040444624,0.0,0.0,0.0,0.16410297,0.050283454,0.021001173,0.050283454,0.15217699,0.101739794,0.03977074,0.101739794,1.0886621,22.0,0.04255961441879593,0.3453663,1.0,1.0,1043.0,1.0,64.0,1.0,0
2,0.12891516,0.053236615,0.0,0.053236615,0.10130992,0.025525993,0.007034521,0.06697606,0.105781496,0.026650814,0.0073932027,0.06988685,0.83567804,0.5661654,0.11508087,0.6027147,0.12110357,0.029391577,0.009246234,0.07855727,0.20457356,0.12710948,0.014910577,0.14147846,0.14723873,0.10573496,0.016760891,0.1113649,0.33333334,27.0,0.0350913198112701,0.6067475,4.0,4.0,3.0,1.0,52.0,1.0,0
2,0.0,0.0,0.0,0.0,0.6472041,0.1372766,0.048232723,0.14569731,0.6900416,0.14451805,0.05118153,0.15364645,0.097536884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3887786,0.3340485,0.077047445,0.34940466,0.11362668,0.013054812,0.0,0.013054812,1.8148149,40.0,0.024097551579060503,0.535857,0.0,2.0,159.0,1.0,78.0,2.0,0
2,0.20626424,0.085178584,0.0,0.085178584,0.14243624,0.085564926,0.00521542,0.08923096,0.14866003,0.08931085,0.005481349,0.093138434,0.34455612,0.14176491,0.0,0.14176491,0.16680889,0.09939345,0.006855192,0.103614666,0.2821735,0.16955604,0.00973109,0.17917049,0.22843148,0.05849381,0.016171517,0.15389034,0.33333334,39.0,0.0246926125903715,0.539935,10.0,10.0,1498.0,1.0,1429.0,14.0,0
2,0.0,0.0,0.0,0.0,0.08011168,0.0,0.0,0.0,0.08436385,0.0,0.0,0.0,1.9382776,0.106323674,0.0,0.106323674,0.0,0.0,0.0,0.0,0.7428294,0.028999818,0.0,0.028999818,0.17132361,0.04387036,0.0,0.04387036,0.925926,14.0,0.06453852113757116,0.74716705,0.0,9.0,75.0,2.0,124.0,5.0,0
2,0.18048123,0.074531265,0.0,0.074531265,0.7328646,0.019025952,0.048648965,0.07261329,0.45937777,0.027200375,0.05716439,0.12316591,1.326279,0.58731234,0.13010286,0.58731234,0.51631474,0.029997652,0.06254023,0.13818306,1.5584996,0.1844377,0.1301274,0.2883919,0.8536553,0.12553866,0.06212324,0.21396673,2.3703704,1.0,0.4054651081081644,1.740899,135.0,56.0,3487.0,4.0,9332.0,248.0,0
2,0.25783032,0.10647323,0.0,0.10647323,0.12595545,0.067296706,0.004362625,0.07270583,0.11925309,0.0594168,0.004928802,0.065136656,0.43069512,0.17720614,0.0,0.17720614,0.0,0.0,0.0,0.0,0.6175143,0.2426319,0.008412091,0.2590841,0.34633362,0.10181435,0.0,0.10181435,0.925926,34.0,0.02817087696669632,0.56441796,0.0,5.0,16.0,3.0,3450.0,3.0,0
2,0.0,0.0,0.0,0.0,0.6338894,0.20162985,0.060214628,0.20162985,0.6672539,0.21164815,0.063324705,0.21164815,1.0339204,0.17720614,0.19860512,0.17720614,0.0,0.0,0.0,0.0,1.0446649,0.32189333,0.10904031,0.32189333,0.28436044,0.0361912,0.019851582,0.0361912,0.925926,12.0,0.07410797215372188,0.7767594,0.0,1.0,145.0,1.0,35.0,1.0,0
2,0.1546982,0.06388394,0.0,0.06388394,0.13577674,0.03492053,0.0,0.076195724,0.09069911,0.037689943,0.0,0.0388499,0.43069512,0.17720614,0.0,0.17720614,0.10030679,0.041565966,0.0,0.04284522,0.26960793,0.07175594,0.005556844,0.16105577,0.19150881,0.05065713,0.009567198,0.11976562,0.33333334,46.0,0.021053409197832343,0.48775765,10.0,17.0,3809.0,3.0,1981.0,12.0,0
2,0.20626424,0.085178584,0.0,0.085178584,0.85913044,0.06996363,0.08557226,0.06996363,0.72396106,0.083413616,0.063510716,0.083413616,2.5843701,0.14176491,0.07895815,0.35184243,0.0,0.0,0.0,0.0,1.738175,0.24490324,0.25131464,0.25463012,1.1126431,0.2487544,0.18925902,0.26878962,2.3703704,0.0,0.6931471805599453,1.9959359,0.0,9.0,4452.0,3.0,21088.0,7.0,1
2,0.0,0.0,0.0,0.0,0.41025665,0.0,0.0,0.0,0.19403057,0.0,0.0,0.0,1.2129421,0.0,0.10197672,0.0,0.0,0.0,0.0,0.0,1.000973,0.0,0.008316977,0.0,0.35692653,0.0,0.0,0.0,1.3333334,17.0,0.054067221270275766,0.7024498,0.0,7.0,390.0,2.0,102.0,1.0,0
2,0.0,0.0,0.0,0.0,0.20714769,0.0,0.0,0.016838975,0.21767926,0.0,0.0,0.017619302,0.73631954,0.0,0.0,0.0,0.2381577,0.0,0.0,0.01936599,0.5286293,0.0,0.011281257,0.028142491,0.32448944,0.0,0.020576159,0.0,0.33333334,29.0,0.03278982282299087,0.5999783,2.0,2.0,116.0,1.0,110.0,2.0,0
2,0.0,0.0,0.0,0.0,0.1499495,0.02378244,0.0,0.02378244,0.10821229,0.02908448,0.0,0.02908448,0.15515108,0.0,0.0,0.0,0.12106159,0.03207552,0.0,0.03207552,1.0383887,0.39948606,0.10147193,0.433652,0.9989376,0.34958357,0.14155446,0.40154186,1.3333334,28.0,0.033901551675681346,0.60113955,8.0,11.0,21158.0,2.0,694.0,10.0,0
2,0.20626424,0.085178584,0.0,0.085178584,0.22404796,0.11979978,0.035417356,0.11979978,0.0012291869,0.0,0.0,0.0,0.48727593,0.22414999,0.0,0.22414999,0.3853163,0.20248626,0.06211486,0.20248626,0.3744494,0.2128108,0.051365845,0.2128108,0.38046533,0.12740842,0.015127067,0.12740842,0.5925926,16.0,0.05715841383994861,0.7109878,5.0,11.0,58.0,2.0,236.0,11.0,0
2,0.0,0.0,0.0,0.0,0.49368665,0.046948623,0.00608339,0.046948623,0.5190335,0.04897449,0.006393575,0.04897449,0.6290456,0.0,0.0,0.0,0.57837486,0.055582013,0.007996057,0.055582013,1.0974678,0.22566852,0.011388142,0.23013887,0.2737305,0.04771858,0.0,0.04771858,1.3333334,8.0,0.1053605156578263,0.8868218,8.0,8.0,13.0,1.0,1178.0,2.0,0
2,0.20626424,0.085178584,0.0,0.085178584,0.08627361,0.02210616,0.0,0.02210616,0.090016775,0.02308028,0.0,0.02308028,0.43069512,0.17720614,0.0,0.17720614,0.10065193,0.025453854,0.0,0.025453854,0.30161756,0.04394136,0.0044282135,0.14835118,0.2969487,0.040873792,0.008518168,0.15554023,0.5925926,38.0,0.025317807984289873,0.5483471,2.0,2.0,133.0,1.0,4022.0,6.0,0
2,0.0,0.0,0.0,0.0,0.2964645,0.036843598,0.0,0.036843598,0.31587306,0.038467135,0.0,0.038467135,0.43069512,0.17720614,0.0,0.17720614,0.35926706,0.042423088,0.0,0.042423088,0.46190566,0.06550392,0.0,0.06583062,0.10558432,0.04387036,0.0,0.04387036,0.5925926,44.0,0.021978906718775244,0.5009743,5.0,5.0,613.0,1.0,198.0,2.0,0
2,0.0,0.0,0.0,0.0,0.82262015,0.05156483,0.031810768,0.05446601,0.6830217,0.0219858,0.0,0.0219858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6710037,0.18475541,0.09734918,0.27917466,0.38843492,0.08161268,0.00802234,0.14445733,1.8148149,42.0,0.02298951822469874,0.51435775,0.0,3.0,11.0,2.0,97.0,2.0,0
2,0.18048123,0.074531265,0.0,0.074531265,0.2707895,0.07017343,0.004258373,0.118990175,0.28324765,0.07322884,0.0044755028,0.124350145,0.43069512,0.17720614,0.0,0.17720614,0.3193662,0.08210653,0.0055972403,0.14029191,1.1150073,0.22154829,0.027898524,0.32953203,0.6103997,0.12458372,0.0120465085,0.12592949,1.8148149,6.0,0.13353139262452263,0.97886586,7.0,7.0,1498.0,1.0,230.0,13.0,0
